n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
3034,23.70312500,2426657,16610273,0.140711569199,50092C04CB6DE30B,0,1,0,1280,1174,19,182,27,24,97,0,3
3035,23.71093750,2556277,16591315,0.148441966927,42166217BA6E625B,1,0,0,1057,817,94,934,28,24,75,0,3
3036,23.71875000,2685741,16571344,0.156163304522,4389D7E9832EE333,0,1,0,1080,1259,-90,50,29,24,102,0,3
3037,23.72656250,2815041,16550362,0.163875110714,3D8E3A1BBCCF604B,1,0,0,984,1821,110,972,30,24,9,0,3
3038,23.73437500,2944169,16528369,0.171576914814,50092C050B6FE30B,0,1,0,1280,1174,20,182,31,24,97,0,3
3039,23.74218750,3073117,16505368,0.179268246743,5006D4050B60630F,0,1,0,1280,874,20,182,0,24,97,1,3
3040,23.75000000,3201878,16481359,0.186948637062,3E56920E3800E31F,1,0,0,997,841,56,896,1,24,99,1,3
3041,23.75781250,3330443,16456344,0.194617617000,4211CBEAC3C16457,0,1,0,1057,229,-85,60,2,25,10,1,3
3042,23.76562500,3458805,16430325,0.202274718482,3076D7FA34D1E717,1,0,0,775,875,-24,845,3,25,98,1,3
3043,23.77343750,3586956,16403303,0.209919474158,3DF19DE8C5926467,1,1,0,991,206,-93,89,4,25,12,1,3
3044,23.78125000,3714888,16375280,0.217551417431,2FA6C9F6B4E2E717,1,1,0,762,868,-38,846,5,25,98,1,3
3045,23.78906250,3842593,16346257,0.225170082486,3D899BE8C5836667,1,0,0,984,1229,-93,88,6,25,76,1,3
3046,23.79687500,3970064,16316237,0.232775004321,3C862A167CF3E73F,1,1,0,968,789,89,975,7,25,103,1,3
3047,23.80468750,4097292,16285221,0.240365718768,4251C7E483446457,0,0,0,1061,227,-110,52,8,25,10,1,3
3048,23.81250000,4224270,16253211,0.247941762532,3036D5FB34A4E717,1,1,0,771,874,-20,842,9,25,98,1,3
3049,23.82031250,4350990,16220209,0.255502673208,3DD19FE8C5A56467,1,1,0,989,207,-93,90,10,25,12,1,3
3050,23.82812500,4477445,16186217,0.263047989318,2FBEC9F6B4E5E517,1,0,0,763,1892,-38,846,11,25,34,1,3
3051,23.83593750,4603627,16151237,0.270577250334,4A68FC08CD86668F,0,1,0,1190,1150,35,216,12,25,81,1,3
3052,23.84375000,4729528,16115271,0.278089996710,418E56127AC6E537,1,1,0,1048,1835,73,940,13,25,38,1,3
3053,23.85156250,4855140,16078322,0.285585769905,4FD134098AF7647F,0,0,0,1277,154,38,175,14,25,15,1,3
3054,23.85937500,4980456,16040391,0.293064112417,358F05F73297E507,1,1,0,856,1922,-36,809,15,25,32,1,3
3055,23.86718750,5105468,16001481,0.300524567806,4B890C0DCD586687,0,1,0,1208,1158,55,213,16,25,80,1,3
3056,23.87500000,5230168,15961595,0.307966680725,42165A12BAD8E737,0,0,0,1057,813,74,941,17,25,102,1,3
3057,23.88281250,5354549,15920734,0.315389996944,4301D3E9C2E96457,0,1,0,1072,233,-89,46,18,25,10,1,3
3058,23.89062500,5478603,15878902,0.322794063384,30B6D9FB34D9E717,1,1,0,779,876,-20,845,19,25,98,1,3
3059,23.89843750,5602323,15836100,0.330178428138,3DE99FE9059A6667,1,0,0,990,1231,-92,89,20,25,76,1,3
3060,23.90625000,5725701,15792332,0.337542640503,3CE62A16BCFAE73F,1,1,0,974,789,90,975,21,25,103,1,3
3061,23.91406250,5848729,15747600,0.344886251004,4231C7E4C33B6457,0,1,0,1059,227,-109,51,22,25,10,1,3
3062,23.92187500,5971400,15701907,0.352208811426,3056D5FB34BBE717,1,0,0,773,874,-20,843,23,25,98,1,3
3063,23.92968750,6093707,15655255,0.359509874838,3DB19FE8C5AC6467,1,1,0,987,207,-93,90,24,25,12,1,3
3064,23.93750000,6215642,15607648,0.366788995620,2FE6C9F674ECE717,1,1,0,766,868,-39,846,25,25,98,1,3
3065,23.94531250,6337197,15559088,0.374045729492,3D499BE8C57D6667,1,0,0,980,1229,-93,87,26,25,76,1,3
3066,23.95312500,6458366,15509579,0.381279633541,3CBE2A167D0DE947,1,1,0,971,1813,89,976,27,26,40,1,3
3067,23.96093750,6579140,15459123,0.388490266246,4F112804CB4E6887,0,1,0,1265,148,19,180,28,26,16,1,3
3068,23.96875000,6699513,15407723,0.395677187508,354F01F7327EE917,1,0,0,852,1920,-36,807,29,26,34,1,3
3069,23.97656250,6819477,15355383,0.402839958674,4B290C0D8D5F6A8F,0,1,0,1202,1158,54,213,30,26,81,1,3
3070,23.98437500,6939025,15302106,0.409978142564,42365A12BAEFEB3F,0,1,0,1059,813,74,942,31,26,103,1,3
3071,23.99218750,7058149,15247895,0.417091303502,4239A612BAE06B3B,0,1,0,1059,1235,74,942,0,26,103,0,3
3072,24.00000000,7176842,15192753,0.424179007337,483993F70620EB33,0,0,0,1155,1225,-36,98,1,26,102,0,3
3073,24.00781250,7295097,15136684,0.431240821471,3FD64C19BBF16A63,1,1,0,1021,806,102,959,2,26,76,0,3
3074,24.01562500,7412907,15079691,0.438276314889,42C9D1E70331EB43,0,1,0,1068,1256,-100,51,3,26,104,0,3
3075,24.02343750,7530265,15021778,0.445285058179,3DCE381B7CC2685B,1,0,0,988,1820,109,972,4,26,11,0,3
3076,24.03125000,7647163,14962948,0.452266623564,4F712C050B52E91B,0,1,0,1271,150,20,181,5,26,35,0,3
3077,24.03906250,7763594,14903205,0.459220584925,358F01F732736893,1,1,0,856,1920,-36,807,6,26,18,0,3
3078,24.04687500,7879551,14842552,0.466146517829,4B110C0DCD53E913,0,1,0,1201,134,55,213,7,26,34,0,3
3079,24.05468750,7995028,14780993,0.473043999552,3556F9F272E46A8B,1,0,0,853,892,-55,814,8,26,81,0,3
3080,24.06250000,8110017,14718532,0.479912609108,3DE9A7EDC514EB3B,1,1,0,990,1235,-73,81,9,26,103,0,3
3081,24.07031250,8224511,14655172,0.486751927271,3D5E2E167D35685B,1,1,0,981,1815,89,979,10,26,11,0,3
3082,24.07812500,8338503,14590918,0.493561536606,4F1128050B25E91B,0,1,0,1265,148,20,178,11,26,35,0,3
3083,24.08593750,8451986,14525773,0.500341021488,358F01F732766893,1,0,0,856,1920,-36,807,12,26,18,0,3
3084,24.09375000,8564953,14459742,0.507089968133,4B090C0DCD56EB13,0,1,0,1200,1158,55,213,13,26,98,0,3
3085,24.10156250,8677397,14392828,0.513807964620,42565A127AE76A63,1,1,0,1061,813,73,942,14,26,76,0,3
3086,24.10937500,8789311,14325036,0.520494600917,42B1D3E9C2D7E943,1,1,0,1067,233,-89,45,15,26,40,0,3
3087,24.11718750,8900689,14256370,0.527149468907,3106D9FB34E86A83,1,0,0,784,876,-20,846,16,26,80,0,3
3088,24.12500000,9011524,14186833,0.533772162410,3D899FE90588EB33,1,1,0,984,1231,-92,88,17,26,102,0,3
3089,24.13281250,9121809,14116430,0.540362277211,3D262A16BD096A5B,1,1,0,978,789,90,976,18,26,75,0,3
3090,24.14062500,9231537,14045166,0.546919411084,41F1C9E4C329E943,1,1,0,1055,228,-109,50,19,26,40,0,3
3091,24.14843750,9340701,13973045,0.553443163816,30BED3FB34CA6C8B,1,0,0,779,1897,-20,844,20,27,17,0,3
3092,24.15625000,9449295,13900071,0.559933137229,4A5100090D9AED1B,0,1,0,1189,128,36,217,21,27,35,0,3
3093,24.16406250,9557313,13826248,0.566388935209,352EF5F272CB6C93,1,1,0,850,1914,-55,812,22,27,18,0,3
3094,24.17187500,9664747,13751581,0.572810163728,4A91080DCD2BED1B,0,1,0,1193,132,55,210,23,27,35,0,3
3095,24.17968750,9771591,13676075,0.579196430867,356EF9F232FC6C93,1,1,0,854,1916,-56,815,24,27,18,0,3
3096,24.18750000,9877839,13599734,0.585547346841,4AA9080E0D1CEF1B,0,0,0,1194,1156,56,209,25,27,99,0,3
3097,24.19531250,9983484,13522563,0.591862524023,42565A127AFD6E6B,1,1,0,1061,813,73,943,26,27,77,0,3
3098,24.20312500,10088520,13444567,0.598141576967,4289D3E9C2DDEF4B,0,1,0,1064,1257,-89,45,27,27,105,0,3
3099,24.21093750,10192940,13365750,0.604384122433,3E16381B3CFE6E63,1,1,0,993,796,108,975,28,27,76,0,3
3100,24.21875000,10296738,13286118,0.610589779406,4249CDE5034EEF4B,0,1,0,1060,1254,-108,52,29,27,105,0,3
3101,24.22656250,10399907,13205675,0.616758169127,3DEE341B3CBF6C63,1,0,0,990,1818,108,971,30,27,12,0,3
3102,24.23437500,10502442,13124426,0.622888915107,4F292E050B5FEF23,0,1,0,1266,1175,20,181,31,27,100,0,3
3103,24.24218750,10604336,13042376,0.628981643159,4F26D2050B506F27,0,1,0,1266,873,20,181,0,27,100,1,3
3104,24.25000000,10705582,12959530,0.635035981413,3EF6900DB820EF37,1,1,0,1007,840,54,898,1,27,102,1,3
3105,24.25781250,10806175,12875893,0.641051560344,4151CBEB03A16C67,0,1,0,1045,229,-84,58,2,27,12,1,3
3106,24.26562500,10906108,12791470,0.647028012792,3136D5F9B4F1EF27,1,1,0,787,874,-26,847,3,27,100,1,3
3107,24.27343750,11005376,12706266,0.652964973985,3D499FE945726E77,1,0,0,980,1231,-91,87,4,27,78,1,3
3108,24.28125000,11103972,12620286,0.658862081562,3D5E2A167D02ED4F,1,1,0,981,1813,89,976,5,27,41,1,3
3109,24.28906250,11201890,12533536,0.664718975592,4EA92A050B236E8F,0,1,0,1258,1173,20,178,6,27,81,1,3
3110,24.29687500,11299125,12446021,0.670535298603,42B66016FA93EF47,0,1,0,1067,816,91,937,7,27,104,1,3
3111,24.30468750,11395670,12357747,0.676310695595,42A1D7E9C3046C67,0,1,0,1066,235,-89,48,8,27,12,1,3
3112,24.31250000,11491519,12268718,0.682044814068,316ED7FB34E4ED27,1,1,0,790,1899,-20,846,9,27,36,1,3
3113,24.32031250,11586667,12178941,0.687737304041,4A4902094D856E97,0,0,0,1188,1153,37,216,10,27,82,1,3
3114,24.32812500,11681108,12088420,0.693387818074,425656127AC5EF47,0,1,0,1061,811,73,940,11,27,104,1,3
3115,24.33593750,11774836,11997161,0.698996011288,4241D5E9C2D66C67,0,1,0,1060,234,-89,45,12,27,12,1,3
3116,24.34375000,11867845,11905170,0.704561541388,3156D7FAF4F6F32F,1,1,0,789,875,-21,847,13,28,101,1,3
3117,24.35156250,11960130,11812452,0.710084068684,3D49A1E94577727F,1,1,0,980,1232,-91,87,14,28,79,1,3
3118,24.35937500,12051685,11719013,0.715563256107,3D7E28167D07F157,1,1,0,983,1812,89,976,15,28,42,1,3
3119,24.36718750,12142504,11624859,0.720998769238,4E912A050B287097,0,1,0,1257,149,20,178,16,28,18,1,3
3120,24.37500000,12232582,11529996,0.726390276320,35EEFFF6F298F127,1,0,0,862,1919,-37,809,17,28,36,1,3
3121,24.38281250,12321913,11434429,0.731737448283,4AA90C0DCD49729F,0,1,0,1194,1158,55,212,18,28,83,1,3
3122,24.39062500,12410492,11338164,0.737039958765,42B658127AF9F34F,0,1,0,1067,812,73,943,19,28,105,1,3
3123,24.39843750,12498314,11241207,0.742297484125,4259D5EA02CA726F,1,1,0,1061,1258,-88,44,20,28,77,1,3
3124,24.40625000,12585373,11143564,0.747509703474,3E5E381B3CFAF157,1,1,0,997,1820,108,975,21,28,42,1,3
3125,24.41406250,12671664,11045241,0.752676298683,4F092E054B4B7297,0,1,0,1264,1175,21,180,22,28,82,1,3
3126,24.42187500,12757182,10946244,0.757796954410,430E60173A8BF14F,1,1,0,1072,1840,92,936,23,28,41,1,3
3127,24.42968750,12841921,10846579,0.762871358117,4F713A0A0B0C7097,0,1,0,1271,157,40,176,24,28,18,1,3
3128,24.43750000,12925876,10746251,0.767899200088,367703F6F2BCF31F,1,0,0,871,897,-37,811,25,28,99,1,3
3129,24.44531250,13009042,10645268,0.772880173450,3DC9ADEE052D7277,1,1,0,988,1238,-72,82,26,28,78,1,3
3130,24.45312500,13091414,10543635,0.777813974189,3DE62C167D3DF357,1,1,0,990,790,89,979,27,28,106,1,3
3131,24.46093750,13172987,10441358,0.782700301173,41A9C9E5431E726F,1,1,0,1050,1252,-107,49,28,28,77,1,3
3132,24.46875000,13253756,10338444,0.787538856164,3E06341AFCDEF357,1,1,0,992,794,107,973,29,28,106,1,3
3133,24.47656250,13333716,10234899,0.792329343843,41D1CDE5034F706F,0,1,0,1053,230,-108,52,30,28,13,1,3
3134,24.48437500,13412862,10130729,0.797071471822,3136D3FAF4CFF32F,1,1,0,787,873,-21,844,31,28,101,1,3
3135,24.49218750,13491190,10025941,0.801764950667,31392FFAF4C0732B,1,1,0,787,1175,-21,844,0,28,101,0,3
3136,24.50000000,13568694,9920541,0.806409493912,40D173F287E0F13B,1,1,0,1037,185,-54,126,1,28,39,0,3
3137,24.50781250,13645370,9814536,0.811004818078,321ED5F534617093,1,0,0,801,1898,-44,838,2,28,18,0,3
3138,24.51562500,13721213,9707932,0.815550642690,49C9000A8D41F323,0,1,0,1180,1152,42,212,3,28,100,0,3
3139,24.52343750,13796219,9600735,0.820046690294,426E56123AE27073,0,1,0,1062,1835,72,942,4,28,14,0,3
3140,24.53125000,13870383,9492952,0.824492686475,4F01340A0AD2F12B,0,1,0,1264,154,40,173,5,28,37,0,3
3141,24.53906250,13943700,9384590,0.828888359871,366F03F6B2B374AB,1,1,0,870,1921,-38,811,6,29,21,0,3
3142,24.54687500,14016166,9275655,0.833233442195,4A910E0E0D23F52B,0,1,0,1193,135,56,210,7,29,37,0,3
3143,24.55468750,14087777,9166154,0.837527668244,35EEF9F272F474A3,1,1,0,862,1916,-55,815,8,29,20,0,3
3144,24.56250000,14158528,9056093,0.841770775920,4A490A0E0D04F72B,0,1,0,1188,1157,56,208,9,29,101,0,3
3145,24.57031250,14228415,8945479,0.845962506248,42CE58123B05747B,0,1,0,1068,1836,72,944,10,29,15,0,3
3146,24.57812500,14297433,8834320,0.850102603384,4F19360A0AC5F733,0,1,0,1265,1179,40,172,11,29,102,0,3
3147,24.58593750,14365578,8722621,0.854190814638,43766416FAC67683,1,1,0,1079,818,91,940,12,29,80,0,3
3148,24.59375000,14432847,8610390,0.858226890489,4289D9EA02E6F75B,0,1,0,1064,1260,-88,46,13,29,107,0,3
3149,24.60156250,14499235,8497633,0.862210584593,3EB6381B3CF77673,1,1,0,1003,796,108,975,14,29,78,0,3
3150,24.60937500,14564738,8384358,0.866141653807,41E9CDE54337F75B,0,0,0,1054,1254,-107,51,15,29,107,0,3
3151,24.61718750,14629352,8270571,0.870019858199,3E56341B3CC87673,1,1,0,997,794,108,972,16,29,78,0,3
3152,24.62500000,14693073,8156279,0.873844961063,41C9CDE54338F75B,0,1,0,1052,1254,-107,51,17,29,107,0,3
3153,24.63281250,14755897,8041489,0.877616728934,3E4E341AFCD97473,1,1,0,996,1818,107,973,18,29,14,0,3
3154,24.64062500,14817821,7926209,0.881334931604,4EB12E054B49F533,0,1,0,1259,151,21,180,19,29,38,0,3
3155,24.64843750,14878840,7810445,0.884999342132,3636FFF6F28A76A3,1,1,0,867,895,-37,808,20,29,84,0,3
3156,24.65625000,14938951,7694204,0.888609736862,3D69ADEE053AF753,1,1,0,982,1238,-72,83,21,29,106,0,3
3157,24.66406250,14998150,7577493,0.892165895433,3E1E2C163D4B7473,1,1,0,993,1814,88,980,22,29,14,0,3
3158,24.67187500,15056434,7460320,0.895667600796,4E692A058B0BF733,0,1,0,1254,1173,22,176,23,29,102,0,3
3159,24.67968750,15113799,7342692,0.899114639226,43166016FAAC7683,1,1,0,1073,816,91,938,24,29,80,0,3
3160,24.68750000,15170241,7224615,0.902506800332,4251D9E9C2FCF55B,1,1,0,1061,236,-89,47,25,29,43,0,3
3161,24.69531250,15225757,7106097,0.905843877075,31C6D7FAF4FD769B,1,1,0,796,875,-21,847,26,29,83,0,3
3162,24.70312500,15280344,6987146,0.909125665777,3CF1A1E9456DF553,1,1,0,975,208,-91,86,27,29,42,0,3
3163,24.71093750,15333998,6867768,0.912351966133,30C6C7F6351E769B,1,1,0,780,867,-40,849,28,29,83,0,3
3164,24.71875000,15386717,6747971,0.915522581228,3C719DE9455EF54B,1,1,0,967,206,-91,85,29,29,41,0,3
3165,24.72656250,15438496,6627762,0.918637317544,30BEC7F5F52F749B,1,1,0,779,1891,-41,850,30,29,19,0,3
3166,24.73437500,15489333,6507149,0.921695984972,4950FE094D5FF92B,0,1,0,1173,127,37,213,31,30,37,0,3
3167,24.74218750,15539225,6386139,0.924698396829,495F02094D50792F,0,1,0,1173,1921,37,213,0,30,37,1,3
3168,24.75000000,15588168,6264739,0.927644369861,4C4DDC2A00F0F97F,0,1,0,1220,1774,168,15,1,30,47,1,3
3169,24.75781250,15636160,6142956,0.930533724262,4581F62711217877,0,1,0,1112,251,156,274,2,30,14,1,3
3170,24.76562500,15683197,6020798,0.933366283680,38AEDFEE34C1F93F,1,0,0,906,1903,-72,844,3,30,39,1,3
3171,24.77343750,15729277,5898273,0.936141875232,4AA90C0ECC327AAF,0,1,0,1194,1158,59,195,4,30,85,1,3
3172,24.78125000,15774397,5775388,0.938860329508,42EE5C12BB22F95F,1,1,0,1070,1838,74,946,5,30,43,1,3
3173,24.78906250,15818554,5652151,0.941521480589,4F09360A0AC37AA7,0,1,0,1264,1179,40,172,6,30,84,1,3
3174,24.79687500,15861746,5528569,0.944125166051,43966416FAC3FB57,0,1,0,1081,818,91,940,7,30,106,1,3
3175,24.80468750,15903970,5404649,0.946671226980,4261D9EA02E4787F,0,1,0,1062,236,-88,46,8,30,15,1,3
3176,24.81250000,15945223,5280399,0.949159507976,31D6D7FAF4F4FB3F,1,1,0,797,875,-21,847,9,30,103,1,3
3177,24.82031250,15985503,5155827,0.951589857168,3CD1A1E98565788F,1,1,0,973,208,-90,86,10,30,17,1,3
3178,24.82812500,16024807,5030940,0.953962126220,30E6C7F63515FB3F,1,1,0,782,867,-40,849,11,30,103,1,3
3179,24.83593750,16063133,4905746,0.956276170341,3C519DE94546788F,1,1,0,965,206,-91,84,12,30,17,1,3
3180,24.84375000,16100479,4780253,0.958531848293,30C6C7F5F526FB3F,1,1,0,780,867,-41,850,13,30,103,1,3
3181,24.85156250,16136842,4654468,0.960729022401,3C519DE94547788F,1,1,0,965,206,-91,84,14,30,17,1,3
3182,24.85937500,16172220,4528399,0.962867558562,30C6C7F5F527FB3F,1,1,0,780,867,-41,850,15,30,103,1,3
3183,24.86718750,16206611,4402054,0.964947326249,3C519DE94548788F,1,1,0,965,206,-91,84,16,30,17,1,3
3184,24.87500000,16240013,4275440,0.966968198526,30C6C7F5F528FB3F,1,1,0,780,867,-41,850,17,30,103,1,3
3185,24.88281250,16272424,4148565,0.968930052047,3C519DE94549788F,1,1,0,965,206,-91,84,18,30,17,1,3
3186,24.89062500,16303841,4021437,0.970832767072,30C6C7F5F529FB3F,1,1,0,780,867,-41,850,19,30,103,1,3
3187,24.89843750,16334263,3894063,0.972676227469,3C519DE9454A788F,1,1,0,965,206,-91,84,20,30,17,1,3
3188,24.90625000,16363688,3766452,0.974460320722,30C6C7F5F52AFB3F,1,1,0,780,867,-41,850,21,30,103,1,3
3189,24.91406250,16392115,3638611,0.976184937940,3C519DE9454B788F,1,1,0,965,206,-91,84,22,30,17,1,3
3190,24.92187500,16419541,3510548,0.977849973861,30C6C7F5F52BFB3F,1,1,0,780,867,-41,850,23,30,103,1,3
3191,24.92968750,16445965,3382270,0.979455326859,3C519DE9454C7C97,1,1,0,965,206,-91,84,24,31,18,1,3
3192,24.93750000,16471385,3253786,0.981000898953,30C6C7F5F52CFF47,1,1,0,780,867,-41,850,25,31,104,1,3
3193,24.94531250,16495800,3125103,0.982486595808,3C519DE9454D7C97,1,1,0,965,206,-91,84,26,31,18,1,3
3194,24.95312500,16519208,2996230,0.983912326745,30DEC7F5F52DFD47,1,1,0,781,1891,-41,850,27,31,40,1,3
3195,24.96093750,16541608,2867174,0.985278004745,4948FE094D5E7EBF,0,1,0,1172,1151,37,213,28,31,87,1,3
3196,24.96875000,16562998,2737943,0.986583546453,42AE5411FAFEFD67,1,1,0,1066,1834,71,943,29,31,44,1,3
3197,24.97656250,16583377,2608545,0.987828872188,4EB1360A0ACF7CAF,0,1,0,1259,155,40,172,30,31,21,1,3
3198,24.98437500,16602744,2478987,0.989013905939,36AF03F6B2CFFD37,1,1,0,874,1921,-38,812,31,31,38,1,3
3199,24.99218750,16621098,2349278,0.990138575379,36A0FFF6B2C07D33,1,1,0,874,127,-38,812,0,31,38,0,3
3200,25.00000000,16638437,2219426,0.991202811863,33AA25D63F10FF83,1,1,0,826,1298,-168,1009,1,31,112,0,3
3201,25.00781250,16654761,2089438,0.992206550437,479D6DF936F17C53,0,1,0,1145,1718,-28,879,2,31,10,0,3
3202,25.01562500,16670068,1959323,0.993149729837,4C394E0E08F1FF4B,0,1,0,1219,1191,56,143,3,31,105,0,3
3203,25.02343750,16684358,1829088,0.994032292497,431662167B927E93,1,1,0,1073,817,89,953,4,31,82,0,3
3204,25.03125000,16697629,1698741,0.994854184549,4249D5E982D2FF6B,0,1,0,1060,1258,-90,45,5,31,109,0,3
3205,25.03906250,16709881,1568291,0.995615355829,3ED6381B3CF37E83,1,1,0,1005,796,108,975,6,31,80,0,3
3206,25.04687500,16721113,1437745,0.996315759879,41B1CFE58323FD6B,1,1,0,1051,231,-106,50,7,31,45,0,3
3207,25.05468750,16731325,1307111,0.996955353950,319ED3FAF4D47CAB,1,1,0,793,1897,-21,845,8,31,21,0,3
3208,25.06250000,16740516,1176398,0.997534099006,49A902094D74FF3B,0,1,0,1178,1153,37,215,9,31,103,0,3
3209,25.07031250,16748685,1045613,0.998051959721,42CE54123AE57C8B,0,1,0,1068,1834,72,942,10,31,17,0,3
3210,25.07812500,16755832,914764,0.998508904489,4EB9360A0AC5FF43,0,1,0,1259,1179,40,172,11,31,104,0,3
3211,25.08593750,16761956,783859,0.998904905419,43966416BAD67E93,1,1,0,1081,818,90,941,12,31,82,0,3
3212,25.09375000,16767057,652906,0.999239938343,4249D9EA02E6FF6B,0,1,0,1060,1260,-88,46,13,31,109,0,3
3213,25.10156250,16771134,521913,0.999513982812,3EEE381AFCF77C83,1,1,0,1006,1820,107,975,14,31,16,0,3
3214,25.10937500,16774188,390889,0.999727022098,4EA92E058B27FF43,0,1,0,1258,1175,22,178,15,31,104,0,3
3215,25.11718750,16776218,259841,0.999879043200,436E6016FA987C93,0,1,0,1078,1840,91,937,16,31,18,0,3
3216,25.12500000,16777224,128777,0.999970036839,4F193A0A0AF8824B,0,1,0,1265,1181,40,175,17,0,73,0,3
3217,25.13281250,16777206,-2295,0.999999997460,43CE6416FAC9039B,0,1,0,1084,1842,91,940,18,0,115,0,3
3218,25.14062500,16776164,-133367,0.999968923236,4F413A0A4AE9804B,0,1,0,1268,157,41,174,19,0,9,0,3
3219,25.14843750,16774098,-264431,0.999876816063,36D703F6F2BA01C3,1,1,0,877,897,-37,811,20,0,56,0,3
3220,25.15625000,16771008,-395479,0.999723681563,3D69ADEE451A826B,1,1,0,982,1238,-71,81,21,0,77,0,3
3221,25.16406250,16766895,-526503,0.999509529082,3E462C163D4B018B,1,1,0,996,790,88,980,22,0,49,0,3
3222,25.17187500,16761758,-657494,0.999234371690,4151C9E5830B8073,0,1,0,1045,228,-106,48,23,0,14,0,3
3223,25.17968750,16755598,-788445,0.998898226183,3176D3FAB4DC01B3,1,1,0,791,873,-22,845,24,0,54,0,3
3224,25.18750000,16748416,-919348,0.998501113077,3CA9A1E9457C826B,1,1,0,970,1232,-91,87,25,0,77,0,3
3225,25.19531250,16740211,-1050195,0.998043056610,3DE628163D2D018B,1,1,0,990,788,88,978,26,0,49,0,3
3226,25.20312500,16730985,-1180978,0.997524084738,4131C9E5430D8073,0,1,0,1043,228,-107,48,27,0,14,0,3
3227,25.21093750,16720737,-1311689,0.996944229138,316ED3FAB4EE03B3,1,1,0,790,1897,-22,846,28,0,118,0,3
3228,25.21875000,16709469,-1442320,0.996303525200,49A902094D7E8243,0,1,0,1178,1153,37,215,29,0,72,0,3
3229,25.22656250,16697181,-1572863,0.995602012030,42CE54123AEF0393,0,1,0,1068,1834,72,942,30,0,114,0,3
3230,25.23437500,16683874,-1703310,0.994839732445,4EB9360A0ACF824B,0,1,0,1259,1179,40,172,31,0,73,0,3
3231,25.24218750,16669549,-1833653,0.994016732970,4EB6CA0A0AC0024F,0,1,0,1259,869,40,172,0,0,73,1,3
3232,25.25000000,16654206,-1963884,0.993133063837,3FAE940D3860805F,0,1,0,1018,1866,52,902,1,0,11,1,3
3233,25.25781250,16637847,-2093995,0.992188778981,4DC12C0B4B9103B7,0,1,0,1244,150,45,185,2,0,118,1,3
3234,25.26562500,16620472,-2223978,0.991183936036,36AEFFF572D18047,1,1,0,874,1919,-43,813,3,0,8,1,3
3235,25.27343750,16602083,-2353825,0.990118596332,4A490C0E4D1201BF,0,1,0,1188,1158,57,209,4,0,55,1,3
3236,25.28125000,16582680,-2483529,0.988992824892,432E58123B02806F,0,1,0,1074,1836,72,944,5,0,13,1,3
3237,25.28906250,16562265,-2613081,0.987806690428,4ED9360A4AB301B7,0,1,0,1261,1179,41,171,6,0,54,1,3
3238,25.29687500,16540839,-2742474,0.986560265334,43AE6416FAD38067,0,1,0,1082,1842,91,941,7,0,12,1,3
3239,25.30468750,16518404,-2871699,0.985253625687,4F393A0A4AE401B7,0,1,0,1267,1181,41,174,8,0,54,1,3
3240,25.31250000,16494961,-3000749,0.983886851237,43B66416FAC48267,1,1,0,1083,818,91,940,9,0,76,1,3
3241,25.32031250,16470511,-3129616,0.982460025404,4251D9EA42E5038F,0,1,0,1061,236,-87,46,10,0,113,1,3
3242,25.32812500,16445056,-3258292,0.980973235275,31EED7FAF4F58457,1,1,0,798,1899,-21,847,11,1,10,1,3
3243,25.33593750,16418597,-3386769,0.979426571597,49D102098D6607C7,0,1,0,1181,129,38,214,12,1,120,1,3
3244,25.34375000,16391136,-3515039,0.977820128768,35CEF3F232D6844F,1,1,0,860,1913,-56,813,13,1,9,1,3
3245,25.35156250,16362674,-3643095,0.976154004838,49E90A0E0D0705C7,0,1,0,1182,1157,56,208,14,1,56,1,3
3246,25.35937500,16333214,-3770928,0.974428301500,42F658123B178677,1,1,0,1071,812,72,945,15,1,78,1,3
3247,25.36718750,16302757,-3898531,0.972643124080,41F1D5EA02B80797,0,1,0,1055,234,-88,43,16,1,114,1,3
3248,25.37500000,16271305,-4025896,0.970798581537,31CED7FAF5088457,1,1,0,796,1899,-21,848,17,1,10,1,3
3249,25.38281250,16238860,-4153016,0.968894786453,49D102098D6907C7,0,1,0,1181,129,38,214,18,1,120,1,3
3250,25.39062500,16205423,-4279882,0.966931855024,35CEF3F232D9844F,1,1,0,860,1913,-56,813,19,1,9,1,3
3251,25.39843750,16170997,-4406487,0.964909907059,49E90A0E0D0A05C7,0,1,0,1182,1157,56,208,20,1,56,1,3
3252,25.40625000,16135584,-4532823,0.962829065966,42F658123B1A8677,1,1,0,1071,812,72,945,21,1,78,1,3
3253,25.41406250,16099186,-4658882,0.960689458750,41F1D5EA02BB0797,0,1,0,1055,234,-88,43,22,1,114,1,3
3254,25.42187500,16061806,-4784657,0.958491216001,31CED7FAF50B8457,1,1,0,796,1899,-21,848,23,1,10,1,3
3255,25.42968750,16023446,-4910140,0.956234471888,49D102098D6C07C7,0,1,0,1181,129,38,214,24,1,120,1,3
3256,25.43750000,15984108,-5035323,0.953919364152,35CEF3F232DC844F,1,1,0,860,1913,-56,813,25,1,9,1,3
3257,25.44531250,15943794,-5160199,0.951546034094,49F10A0E0D0D07C7,0,1,0,1183,133,56,208,26,1,120,1,3
3258,25.45312500,15902507,-5284760,0.949114626571,35F6F7F1F31D864F,1,1,0,863,891,-57,817,27,1,73,1,3
