n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
225,1.75781250,-3183816,-16484790,-0.185927928049,40A9B7E6846121D7,1,0,0,1034,1243,-102,70,2,8,58,1,3
226,1.76562500,-3312409,-16459916,-0.193598452367,3CE630197CC1A2B7,1,1,0,974,792,101,972,3,8,86,1,3
227,1.77343750,-3440800,-16434038,-0.201257160432,42B1C9E4835227D7,0,0,0,1067,228,-110,53,4,9,122,1,3
228,1.78125000,-3568981,-16407157,-0.208903584798,3036D5FB74A2A697,1,0,0,771,874,-19,842,5,9,82,1,3
229,1.78906250,-3696944,-16379274,-0.216537258766,3DE99FE8C5A325E7,1,1,0,990,1231,-93,90,6,9,60,1,3
230,1.79687500,-3824681,-16350392,-0.224157716416,3CA62A16BCE3A6BF,1,0,0,970,789,90,974,7,9,87,1,3
231,1.80468750,-3952185,-16320512,-0.231764492633,4271C7E4C34427D7,0,1,0,1063,227,-109,52,8,9,122,1,3
232,1.81250000,-4079448,-16289636,-0.239357123141,3036D5FB34A4A697,1,0,0,771,874,-20,842,9,9,82,1,3
233,1.82031250,-4206462,-16257765,-0.246935144524,3DD19FE8C5A527E7,0,0,0,989,207,-93,90,10,9,124,1,3
234,1.82812500,-4333219,-16224902,-0.254498094258,2FB6C9F6B4E5A697,1,1,0,763,868,-38,846,11,9,82,1,3
235,1.83593750,-4459712,-16191049,-0.262045510741,3D719BE8C57627E7,0,0,0,983,205,-93,87,12,9,124,1,3
236,1.84375000,-4585932,-16156207,-0.269576933316,2F96C9F674F6A697,1,0,0,761,868,-39,847,13,9,82,1,3
237,1.85156250,-4711872,-16120379,-0.277091902304,3D699BE8857725E7,1,1,0,982,1229,-94,87,14,9,60,1,3
238,1.85937500,-4837525,-16083567,-0.284589959031,3C9E2A167CF7A4BF,1,0,0,969,1813,89,975,15,9,23,1,3
239,1.86718750,-4962883,-16045774,-0.292070645854,4F312804CB4827FF,0,1,0,1267,148,19,180,16,9,127,1,3
240,1.87500000,-5087938,-16007001,-0.299533506190,352F01F73278A48F,1,0,0,850,1920,-36,807,17,9,17,1,3
241,1.88281250,-5212682,-15967251,-0.306978084544,4B510C0D8D692407,0,0,0,1205,134,54,214,18,9,0,1,3
242,1.89062500,-5337108,-15926527,-0.314403926538,3516F9F2B2D9A68F,1,1,0,849,892,-54,813,19,9,81,1,3
243,1.89843750,-5461208,-15884831,-0.321810578938,3E29A7EDC52A25DF,1,0,0,994,1235,-73,82,20,9,59,1,3
244,1.90625000,-5584975,-15842165,-0.329197589678,3D1E2E16BD2AA4BF,1,0,0,977,1815,90,978,21,9,23,1,3
245,1.91406250,-5708401,-15798532,-0.336564507894,4F4928050B3B25FF,0,1,0,1268,1172,20,179,22,9,63,1,3
246,1.92187500,-5831479,-15753935,-0.343910883947,423662173A7BA6AF,1,0,0,1059,817,92,935,23,9,85,1,3
247,1.92968750,-5954201,-15708377,-0.351236269452,4331D7E9831C27D7,0,0,0,1075,235,-90,49,24,9,122,1,3
248,1.93750000,-6076559,-15661860,-0.358540217306,30EED9FB74CCA497,1,1,0,782,1900,-19,844,25,9,18,1,3
249,1.94531250,-6198546,-15614387,-0.365822281713,4AD100090D9D240F,0,0,0,1197,128,36,217,26,9,1,1,3
250,1.95312500,-6320155,-15565961,-0.373082018214,34D6F5F2B2BDA68F,1,0,0,845,890,-54,811,27,9,81,1,3
251,1.96093750,-6441378,-15516585,-0.380318983711,3DE9A7ED852E25DF,1,0,0,990,1235,-74,82,28,9,59,1,3
252,1.96875000,-6562208,-15466262,-0.387532736497,3D262E167D2EAAC7,1,1,0,978,791,89,978,29,10,88,1,3
253,1.97656250,-6682638,-15414995,-0.394722836283,4249C7E5032F29DF,1,0,0,1060,1251,-108,50,30,10,59,1,3
254,1.98437500,-6802660,-15362787,-0.401888844221,3D7E361B3CBFA8C7,1,0,0,983,1819,108,971,31,10,24,1,3
255,1.99218750,-6922267,-15309641,-0.409030322935,3D71CA1B3CB028C3,1,1,0,983,229,108,971,0,10,24,0,3
256,2.00000000,-7041451,-15255561,-0.416146836547,3B4A23D33EF0AADB,1,0,0,948,1297,-180,1007,1,10,91,0,3
257,2.00781250,-7160205,-15200550,-0.423237950701,47DD7FFD75E12BAB,0,0,0,1149,1727,-11,862,2,10,117,0,3
258,2.01562500,-7278522,-15144611,-0.430303232592,4D79520E4941AAA3,0,1,0,1239,1193,57,148,3,10,84,0,3
259,2.02343750,-7396395,-15087748,-0.437342250991,426E6416FB622BEB,0,0,0,1062,1842,91,950,4,10,125,0,3
260,2.03125000,-7513817,-15029964,-0.444354576274,502136094AF2A89B,0,0,0,1282,155,37,175,5,10,19,0,3
261,2.03906250,-7630780,-14971262,-0.451339780443,35D705F772932A13,1,0,0,861,898,-35,809,6,10,66,0,3
262,2.04687500,-7747277,-14911647,-0.458297437158,3E49ABEDC543AABB,1,1,0,996,1237,-73,84,7,10,87,0,3
263,2.05468750,-7863301,-14851121,-0.465227121761,3D7E2E16BD242BDB,0,0,0,983,1815,90,978,8,10,123,0,3
264,2.06250000,-7978845,-14789689,-0.472128411297,4F192A050B24AA9B,0,0,0,1265,1173,20,178,9,10,83,0,3
265,2.07031250,-8093902,-14727354,-0.479000884549,426E62173A852BEB,0,0,0,1062,1841,92,936,10,10,125,0,3
266,2.07812500,-8208465,-14664120,-0.485844122055,4FF93809CB15AA9B,0,1,0,1279,1180,39,177,11,10,83,0,3
267,2.08593750,-8322527,-14599991,-0.492657706141,42F666177AA629EB,1,0,0,1071,819,93,938,12,10,61,0,3
268,2.09375000,-8436081,-14534971,-0.499441220939,4311D9E9C306A8C3,0,0,0,1073,236,-89,48,13,10,24,0,3
269,2.10156250,-8549121,-14469064,-0.506194252419,3136D9FB74D72A03,1,0,0,787,876,-19,845,14,10,64,0,3
270,2.10937500,-8661639,-14402274,-0.512916388412,3D91A1E90587A8BB,1,1,0,985,208,-92,88,15,10,23,0,3
271,2.11718750,-8773628,-14334605,-0.519607218631,3026C9F674F82A03,1,0,0,770,868,-39,847,16,10,64,0,3
272,2.12500000,-8885082,-14266061,-0.526266334704,3D119BE90568A8B3,1,0,0,977,205,-92,86,17,10,22,0,3
273,2.13281250,-8995993,-14196646,-0.532893330193,301EC9F635092803,1,0,0,769,1892,-40,848,18,10,0,0,3
274,2.14062500,-9106355,-14126365,-0.539487800619,49F0FC090D79A88B,0,1,0,1183,126,36,215,19,10,17,0,3
275,2.14843750,-9216161,-14055222,-0.546049343491,34F6F5F232CA2A0B,1,0,0,847,890,-56,812,20,10,65,0,3
276,2.15625000,-9325405,-13983221,-0.552577558325,3D91A7ED852AA8BB,1,0,0,985,211,-74,82,21,10,23,0,3
277,2.16406250,-9434080,-13910366,-0.559072046673,307ECBF6353B2C0B,1,0,0,775,1893,-40,851,22,11,1,0,3
278,2.17187500,-9542179,-13836662,-0.565532412145,4A08FC090D6BAE93,0,0,0,1184,1150,36,214,23,11,82,0,3
279,2.17968750,-9649696,-13762114,-0.571958260433,41F656127ADC2DEB,1,1,0,1055,811,73,941,24,11,61,0,3
280,2.18750000,-9756624,-13686726,-0.578349199337,4271D3E982ECACCB,0,0,0,1063,233,-90,46,25,11,25,0,3
281,2.19531250,-9862956,-13610502,-0.584704838787,3116D7FAF4ED2E0B,1,0,0,785,875,-21,846,26,11,65,0,3
282,2.20312500,-9968686,-13533448,-0.591024790867,3D719FE9058DACBB,1,0,0,983,207,-92,88,27,11,23,0,3
283,2.21093750,-10073808,-13455568,-0.597308669840,305EC9F674FE2C0B,1,1,0,773,1892,-39,847,28,11,1,0,3
284,2.21875000,-10178315,-13376866,-0.603556092171,49E8FC090D6EAE93,0,0,0,1182,1150,36,214,29,11,82,0,3
285,2.22656250,-10282201,-13297348,-0.609766676548,420E54123ADF2FEB,0,0,0,1056,1834,72,941,30,11,125,0,3
286,2.23437500,-10385459,-13217018,-0.615940043911,4F593409CAEFAEA3,0,0,0,1269,1178,39,174,31,11,84,0,3
287,2.24218750,-10488083,-13135882,-0.622075817467,4F56CC09CAE02EA7,0,0,0,1269,870,39,174,0,11,84,1,3
288,2.25000000,-10590067,-13053944,-0.628173622723,3F2E940D7840ACB7,1,0,0,1010,1866,53,900,1,11,22,1,3
289,2.25781250,-10691405,-12971209,-0.634233087498,4E512C0B4BA12C0F,0,1,0,1253,150,45,186,2,11,1,1,3
290,2.26562500,-10792090,-12887682,-0.640253841954,361701F5B2B1AE9F,1,0,0,865,896,-42,811,3,11,83,1,3
291,2.27343750,-10892116,-12803369,-0.646235518616,3DE9ABEE05222DEF,1,0,0,990,1237,-72,82,4,11,61,1,3
292,2.28125000,-10991478,-12718274,-0.652177752393,3DA62E167D32AECF,1,0,0,986,791,89,979,5,11,89,1,3
293,2.28906250,-11090169,-12632403,-0.658080180601,41E9C9E503132DE7,1,0,0,1054,1252,-108,49,6,11,60,1,3
294,2.29687500,-11188183,-12545761,-0.663942442986,3DDE341B3CC3ACCF,1,1,0,989,1818,108,972,7,11,25,1,3
295,2.30468750,-11285514,-12458353,-0.669764181747,4F092E050B542E0F,0,0,0,1264,1175,20,181,8,11,65,1,3
296,2.31250000,-11382156,-12370185,-0.675545041555,42D660173A84AEC7,1,0,0,1069,816,92,936,9,11,88,1,3
297,2.32031250,-11478103,-12281262,-0.681284669575,42B1D9E9C3052FE7,0,0,0,1067,236,-89,48,10,11,124,1,3
298,2.32812500,-11573350,-12191589,-0.686982715490,316ED7FB34E5ACA7,1,0,0,790,1899,-20,846,11,11,20,1,3
299,2.33593750,-11667890,-12101172,-0.692638831521,4A3102094D862C17,0,0,0,1187,129,37,216,12,11,2,1,3
300,2.34375000,-11761718,-12010017,-0.698252672448,3556F5F272C6AE9F,1,0,0,853,890,-55,812,13,11,83,1,3
301,2.35156250,-11854828,-11918129,-0.703823895631,3D69A9EDC5172DEF,1,1,0,982,1236,-73,81,14,11,61,1,3
302,2.35937500,-11947215,-11825513,-0.709352161031,3DA62C163D47B2D7,1,0,0,986,790,88,980,15,12,90,1,3
303,2.36718750,-12038873,-11732175,-0.714837131231,41C9C9E5031831EF,1,0,0,1052,1252,-108,49,16,12,61,1,3
304,2.37500000,-12129796,-11638121,-0.720278471457,3DE6341B3CD8B2D7,1,0,0,990,794,108,973,17,12,90,1,3
305,2.38281250,-12219978,-11543357,-0.725675849597,41F1CDE5034933EF,0,0,0,1055,230,-108,52,18,12,125,1,3
306,2.39062500,-12309415,-11447888,-0.731028936224,3116D3FAF4C9B2AF,1,0,0,785,873,-21,844,19,12,85,1,3
307,2.39843750,-12398100,-11351721,-0.736337404612,3D11A1E9058A33FF,0,0,0,977,208,-92,88,20,12,127,1,3
308,2.40625000,-12486029,-11254861,-0.741600930761,308EC7F6350AB0AF,1,1,0,776,1891,-40,848,21,12,21,1,3
309,2.41406250,-12573196,-11157314,-0.746819193411,49A8FE094D6B3227,0,0,0,1178,1151,37,214,22,12,68,1,3
310,2.42187500,-12659595,-11059086,-0.751991874067,423654123AEBB2CF,1,0,0,1059,810,72,942,23,12,89,1,3
311,2.42968750,-12745221,-10960183,-0.757118657014,4229D3E9C2DC31EF,1,0,0,1058,1257,-89,45,24,12,61,1,3
312,2.43750000,-12830070,-10860611,-0.762199229341,3E5E381AFCFCB0D7,1,0,0,997,1820,107,975,25,12,26,1,3
313,2.44531250,-12914135,-10760376,-0.767233280956,4EF12E054B4D3017,0,0,0,1263,151,21,180,26,12,2,1,3
314,2.45312500,-12997412,-10659484,-0.772220504606,3616FFF6F28DB2A7,1,0,0,865,895,-37,808,27,12,84,1,3
315,2.46093750,-13079896,-10557942,-0.777160595896,3DA9ADEDC53E31F7,1,0,0,986,1238,-73,83,28,12,62,1,3
316,2.46875000,-13161582,-10455755,-0.782053253309,3DE62C167D3EB2D7,1,0,0,990,790,89,979,29,12,90,1,3
317,2.47656250,-13242464,-10352930,-0.786898178223,41A9C9E5431F31EF,1,1,0,1050,1252,-107,49,30,12,61,1,3
318,2.48437500,-13322538,-10249473,-0.791695074927,3E1E341AFCDFB0D7,1,0,0,993,1818,107,973,31,12,26,1,3
319,2.49218750,-13401799,-10145391,-0.796443650645,3E11CC1AFCD030D3,1,0,0,993,230,107,973,0,12,26,0,3
320,2.50000000,-13480242,-10040689,-0.801143615547,3AB225D3BED0B0EB,1,0,0,939,274,-178,1005,1,12,29,0,3
321,2.50781250,-13557862,-9935375,-0.805794682772,3B861BDD2E0131E3,1,0,0,952,781,-140,736,2,12,60,0,3
322,2.51562500,-13634655,-9829454,-0.810396568443,3B09C7F28361B2D3,1,0,0,944,1251,-54,54,3,12,90,0,3
323,2.52343750,-13710615,-9722933,-0.814948991684,3D7E2C15FE0233EB,0,0,0,983,1814,87,992,4,12,125,0,3
324,2.53125000,-13785739,-9615819,-0.819451674640,4E992604CB02B2AB,0,0,0,1257,1171,19,176,5,12,85,0,3
325,2.53906250,-13860021,-9508118,-0.823904342488,42F66016FA9331FB,1,0,0,1071,816,91,937,6,12,63,0,3
326,2.54687500,-13933457,-9399837,-0.828306723462,4269D9E9C2F3B2D3,1,0,0,1062,1260,-89,47,7,12,90,0,3
327,2.55468750,-14006043,-9290982,-0.832658548863,3E9E381B3CF437F3,0,1,0,1001,1820,108,975,8,13,126,0,3
328,2.56250000,-14077774,-9181560,-0.836959553078,4EE12E054B34B4B3,0,0,0,1262,151,21,179,9,13,22,0,3
329,2.57031250,-14148646,-9071577,-0.841209473596,362EFFF6F2853423,1,0,0,866,1919,-37,808,10,13,4,0,3
330,2.57812500,-14218654,-8961041,-0.845408051023,4A890E0E0D35B6AB,0,0,0,1192,1159,56,211,11,13,85,0,3
331,2.58593750,-14287794,-8849958,-0.849555029100,42EE58127B0637FB,0,0,0,1070,1836,73,944,12,13,127,0,3
332,2.59375000,-14356062,-8738335,-0.853650154717,4F19360A0AC6B6B3,0,0,0,1265,1179,40,172,13,13,86,0,3
333,2.60156250,-14423454,-8626178,-0.857693177928,43766416FAC73603,1,0,0,1079,818,91,940,14,13,64,0,3
334,2.60937500,-14489966,-8513495,-0.861683851969,4289D9EA02E7B6DB,1,0,0,1064,1260,-88,46,15,13,91,0,3
335,2.61718750,-14555593,-8400292,-0.865621933268,3EBE381B3CF837F3,0,0,0,1003,1820,108,975,16,13,126,0,3
336,2.62500000,-14620332,-8286576,-0.869507181466,4ED92E058B38B6B3,0,0,0,1261,1175,22,179,17,13,86,0,3
337,2.63281250,-14684179,-8172355,-0.873339359427,433660173A993603,1,0,0,1075,816,92,937,18,13,64,0,3
338,2.64062500,-14747129,-8057635,-0.877118233256,4269D9EA02F9B6DB,1,0,0,1062,1260,-88,47,19,13,91,0,3
339,2.64843750,-14809179,-7942423,-0.880843572308,3EA6381B3CFA35F3,1,0,0,1002,796,108,975,20,13,62,0,3
340,2.65625000,-14870325,-7826726,-0.884515149208,41E9CDE5433AB6DB,1,0,0,1054,1254,-107,51,21,13,91,0,3
341,2.66406250,-14930564,-7710552,-0.888132739863,3E66341B3CCB35F3,1,0,0,998,794,108,972,22,13,62,0,3
342,2.67187500,-14989891,-7593907,-0.891696123473,41B1CDE5433BB4DB,0,1,0,1051,230,-107,51,23,13,27,0,3
343,2.67968750,-15048303,-7476798,-0.895205082547,316ED3FAF4CC341B,1,0,0,790,1897,-21,844,24,13,3,0,3
344,2.68750000,-15105797,-7359233,-0.898659402918,49C902094D7CB6AB,0,0,0,1180,1153,37,215,25,13,85,0,3
345,2.69531250,-15162369,-7241219,-0.902058873750,429654123AED35FB,1,0,0,1065,810,72,942,26,13,63,0,3
346,2.70312500,-15218016,-7122763,-0.905403287558,41F1D5E9C2CDB4DB,0,0,0,1055,234,-89,44,27,13,27,0,3
347,2.71093750,-15272734,-7003872,-0.908692440216,31AED7FAF50E341B,1,0,0,794,1899,-21,848,28,13,3,0,3
348,2.71875000,-15326520,-6884554,-0.911926130971,49E902094D7EB6AB,0,0,0,1182,1153,37,215,29,13,85,0,3
349,2.72656250,-15379370,-6764816,-0.915104162455,42AE54127ADF37FB,0,0,0,1066,1834,73,941,30,13,127,0,3
350,2.73437500,-15431281,-6644665,-0.918226340698,4ED9360A0ADFB6B3,0,0,0,1261,1179,40,173,31,13,86,0,3
351,2.74218750,-15482251,-6524108,-0.921292475137,4ED6CA0A0AD036B7,0,0,0,1261,869,40,173,0,13,86,1,3
352,2.75000000,-15532276,-6403153,-0.924302378632,3F96940D3850BACF,1,0,0,1017,842,52,901,1,14,89,1,3
353,2.75781250,-15581353,-6281807,-0.927255867475,40E9CBEB439139FF,1,0,0,1038,1253,-83,57,2,14,63,1,3
354,2.76562500,-15629479,-6160078,-0.930152761398,3E9E3419BD11B8E7,1,0,0,1001,1818,102,977,3,14,28,1,3
355,2.77343750,-15676651,-6037973,-0.932992883591,4EA92E058B223A27,0,0,0,1258,1175,22,178,4,14,68,1,3
356,2.78125000,-15722866,-5915499,-0.935776060707,434E6016FA92B8DF,0,0,0,1076,1840,91,937,5,14,27,1,3
357,2.78906250,-15768121,-5792664,-0.938502122876,4F393A0A0AF33A27,0,0,0,1267,1181,40,175,6,14,68,1,3
358,2.79687500,-15812414,-5669476,-0.941170903712,43AE6416FAC3B8D7,0,0,0,1082,1842,91,940,7,14,26,1,3
359,2.80468750,-15855742,-5545942,-0.943782240327,4F593A0A4AE43A27,0,0,0,1269,1181,41,174,8,14,68,1,3
360,2.81250000,-15898102,-5422069,-0.946335973339,43B664173AC4BAD7,0,0,0,1083,818,92,940,9,14,90,1,3
361,2.82031250,-15939492,-5297865,-0.948831946880,4279D9EA02E539FF,1,0,0,1063,1260,-88,46,10,14,63,1,3
362,2.82812500,-15979909,-5173338,-0.951270008610,3EDE381B3CF5B8E7,1,0,0,1005,1820,108,975,11,14,28,1,3
363,2.83593750,-16019350,-5048495,-0.953650009722,4EB12E058B363827,0,0,0,1259,151,22,179,12,14,4,1,3
364,2.84375000,-16057814,-4923344,-0.955971804952,366EFFF6F296B8B7,1,0,0,870,1919,-37,809,13,14,22,1,3
365,2.85156250,-16095298,-4797892,-0.958235252591,4A510E0E0D37382F,0,0,0,1189,135,56,211,14,14,5,1,3
366,2.85937500,-16131799,-4672147,-0.960440214489,362EF7F23307B8B7,1,0,0,866,1915,-56,816,15,14,22,1,3
367,2.86718750,-16167316,-4546117,-0.962586556066,4A110A0E4CF8382F,0,0,0,1185,133,57,207,16,14,5,1,3
368,2.87500000,-16201846,-4419810,-0.964674146321,360EF7F23318B8B7,1,0,0,864,1915,-56,817,17,14,22,1,3
369,2.88281250,-16235387,-4293233,-0.966702857839,4A090A0E0CF93A2F,0,0,0,1184,1157,56,207,18,14,69,1,3
370,2.89062500,-16267937,-4166394,-0.968672566796,42F658123B19BADF,1,0,0,1071,812,72,945,19,14,91,1,3
371,2.89843750,-16299494,-4039301,-0.970583152973,41F1D5EA02BA3BFF,0,0,0,1055,234,-88,43,20,14,127,1,3
372,2.90625000,-16330056,-3911961,-0.972434499757,31CED7FAF50AB8BF,1,0,0,796,1899,-21,848,21,14,23,1,3
373,2.91406250,-16359621,-3784382,-0.974226494151,49D102098D6B382F,0,0,0,1181,129,38,214,22,14,5,1,3
374,2.92187500,-16388188,-3656572,-0.975959026781,35CEF3F232DBB8B7,1,0,0,860,1913,-56,813,23,14,22,1,3
375,2.92968750,-16415755,-3528539,-0.977631991903,49E90A0E0D0C3A2F,0,0,0,1182,1157,56,208,24,14,69,1,3
376,2.93750000,-16442320,-3400291,-0.979245287407,42F658123B1CBADF,1,0,0,1071,812,72,945,25,14,91,1,3
377,2.94531250,-16467881,-3271835,-0.980798814825,41F1D5EA02BD3C07,0,0,0,1055,234,-88,43,26,15,0,1,3
378,2.95312500,-16492437,-3143180,-0.982292479339,31CED7FAF50DBCC7,1,0,0,796,1899,-21,848,27,15,24,1,3
379,2.96093750,-16515986,-3014333,-0.983726189783,49C902098D6E3E37,0,1,0,1180,1153,38,214,28,15,70,1,3
380,2.96875000,-16538527,-2885302,-0.985099858651,42CE54123AEEBCE7,0,0,0,1068,1834,72,942,29,15,28,1,3
381,2.97656250,-16560059,-2756095,-0.986413402100,4EB9360A0ACF3E2F,0,0,0,1259,1179,40,172,30,15,69,1,3
382,2.98437500,-16580580,-2626720,-0.987666739960,43966416BADFBEDF,0,0,0,1081,818,90,941,31,15,91,1,3
383,2.99218750,-16600089,-2497184,-0.988859795733,43999C16BAD03EDB,0,0,0,1081,1230,90,941,0,15,91,0,3
384,3.00000000,-16618585,-2367496,-0.989992496600,477999F70610BEDB,0,0,0,1143,1228,-36,97,1,15,91,0,3
385,3.00781250,-16636067,-2237663,-0.991064773429,40D64A197C113E0B,1,0,0,1037,805,101,961,2,15,65,0,3
386,3.01562500,-16652533,-2107694,-0.992076560771,41F1D3E74301BCEB,0,0,0,1055,233,-99,48,3,15,29,0,3
387,3.02343750,-16667983,-1977596,-0.993027796874,31B6D5FAF4E23E2B,1,0,0,795,874,-21,846,4,15,69,0,3
388,3.03125000,-16682416,-1847377,-0.993918423678,3CC9A1E94562BEE3,1,0,0,972,1232,-91,86,5,15,92,0,3
389,3.03906250,-16695830,-1717046,-0.994748386824,3DE628163D233E03,1,0,0,990,788,88,978,6,15,64,0,3
390,3.04687500,-16708225,-1586610,-0.995517635656,4131C9E54303BCEB,1,0,0,1043,228,-107,48,7,15,29,0,3
391,3.05468750,-16719601,-1456077,-0.996226123222,3166D3FAB4E43E2B,1,0,0,790,873,-22,846,8,15,69,0,3
392,3.06250000,-16729956,-1325455,-0.996873806281,3CA9A1E94574BEE3,1,0,0,970,1232,-91,87,9,15,92,0,3
393,3.07031250,-16739290,-1194752,-0.997460645301,3DE628163D253E03,1,0,0,990,788,88,978,10,15,64,0,3
394,3.07812500,-16747602,-1063976,-0.997986604464,4131C9E54305BCEB,1,0,0,1043,228,-107,48,11,15,29,0,3
395,3.08593750,-16754892,-933135,-0.998451651668,3166D3FAB4E63E2B,1,0,0,790,873,-22,846,12,15,69,0,3
396,3.09375000,-16761159,-802237,-0.998855758530,3CA9A1E94576BEE3,1,0,0,970,1232,-91,87,13,15,92,0,3
397,3.10156250,-16766403,-671290,-0.999198900385,3DE628163D273E03,1,0,0,990,788,88,978,14,15,64,0,3
398,3.10937500,-16770624,-540302,-0.999481056289,4131C9E54307BCEB,1,0,0,1043,228,-107,48,15,15,29,0,3
399,3.11718750,-16773822,-409281,-0.999702209020,3166D3FAB4E83E2B,1,0,0,790,873,-22,846,16,15,69,0,3
400,3.12500000,-16775996,-278236,-0.999862345082,3CA9A1E94578BEE3,1,0,0,970,1232,-91,87,17,15,92,0,3
401,3.13281250,-16777146,-147174,-0.999961454699,3DE628163D293E03,1,0,0,990,788,88,978,18,15,64,0,3
402,3.14062500,-16777272,-16103,-0.999999531823,4131C9E54309C0F3,1,0,0,1043,228,-107,48,19,16,30,0,3
403,3.14843750,-16776374,114969,-0.999976574130,3166D3FAB4EA4233,1,0,0,790,873,-22,846,20,16,70,0,3
404,3.15625000,-16774452,246034,-0.999892583021,3CA9A1E9457AC2EB,1,0,0,970,1232,-91,87,21,16,93,0,3
405,3.16406250,-16771506,377084,-0.999747563623,3DE628163D2B420B,1,0,0,990,788,88,978,22,16,65,0,3
406,3.17187500,-16767536,508111,-0.999541524785,4131C9E5430BC0F3,1,0,0,1043,228,-107,48,23,16,30,0,3
407,3.17968750,-16762543,639107,-0.999274479086,3166D3FAB4EC4233,1,0,0,790,873,-22,846,24,16,70,0,3
408,3.18750000,-16756527,770064,-0.998946442822,3CA9A1E9457CC2EB,1,0,0,970,1232,-91,87,25,16,93,0,3
409,3.19531250,-16749488,900974,-0.998557436016,3DE628163D2D420B,1,0,0,990,788,88,978,26,16,65,0,3
410,3.20312500,-16741427,1031829,-0.998107482411,4131C9E5430DC0F3,1,0,0,1043,228,-107,48,27,16,30,0,3
411,3.21093750,-16732344,1162621,-0.997596609470,3166D3FAB4EE4233,1,0,0,790,873,-22,846,28,16,70,0,3
412,3.21875000,-16722240,1293342,-0.997024848374,3CA9A1E9457EC2EB,1,0,0,970,1232,-91,87,29,16,93,0,3
413,3.22656250,-16711115,1423985,-0.996392234019,3DE628163D2F420B,1,0,0,990,788,88,978,30,16,65,0,3
414,3.23437500,-16698970,1554541,-0.995698805019,4131C9E5430FC0F3,1,0,0,1043,228,-107,48,31,16,30,0,3
415,3.24218750,-16685806,1685002,-0.994944603695,413E39E5430040F7,1,0,0,1043,1820,-107,48,0,16,30,1,3
416,3.25000000,-16671623,1815360,-0.994129676081,4585DA2C4150C30F,0,0,0,1112,749,177,21,1,16,97,1,3
417,3.25781250,-16656423,1945607,-0.993254071915,373A840309F141DF,1,0,0,883,1346,12,159,2,16,59,1,3
418,3.26562500,-16640206,2075735,-0.992317844640,407E0C117EF1C0FF,1,0,0,1031,1798,69,1007,3,16,31,1,3
419,3.27343750,-16622974,2205737,-0.991321051399,4E912C05CA424037,0,0,0,1257,150,23,164,4,16,6,1,3
420,3.28125000,-16604727,2335604,-0.990263753030,363701F732B2C2C7,1,0,0,867,896,-36,811,5,16,88,1,3
421,3.28906250,-16585467,2465328,-0.989146014065,3D49ADEDC5334217,1,0,0,980,1238,-73,83,6,16,66,1,3
422,3.29687500,-16565194,2594902,-0.987967902726,3E462C163D43C2F7,1,0,0,996,790,88,980,7,16,94,1,3
423,3.30468750,-16543910,2724318,-0.986729490919,4151C9E58304400F,0,0,0,1045,228,-106,48,8,16,1,1,3
424,3.31250000,-16521617,2853567,-0.985430854229,3176D3FAB4D4C2CF,1,0,0,791,873,-22,845,9,16,89,1,3
425,3.32031250,-16498315,2982642,-0.984072071919,3CB1A1E94575401F,0,0,0,971,208,-91,87,10,16,3,1,3
426,3.32812500,-16474006,3111535,-0.982653226921,30EEC7F63515C0CF,1,0,0,782,1891,-40,849,11,16,25,1,3
427,3.33593750,-16448692,3240238,-0.981174405836,4950FE094D564047,0,0,0,1173,127,37,213,12,16,8,1,3
428,3.34375000,-16422374,3368743,-0.979635698922,35AEF3F1F2E6C4CF,1,0,0,858,1913,-57,814,13,17,25,1,3
429,3.35156250,-16395053,3497043,-0.978037200094,49E90A0E0D074647,0,0,0,1182,1157,56,208,14,17,72,1,3
430,3.35937500,-16366732,3625129,-0.976379006916,42F658123B17C6F7,0,0,0,1071,812,72,945,15,17,94,1,3
431,3.36718750,-16337412,3752994,-0.974661220596,41F9D5EA02B84617,1,0,0,1055,1258,-88,43,16,17,66,1,3
432,3.37500000,-16307095,3880630,-0.972883945979,3EBE381AFD08C4FF,1,0,0,1003,1820,107,976,17,17,31,1,3
433,3.38281250,-16275782,4008029,-0.971047291541,4EA92E058B39463F,0,0,0,1258,1175,22,179,18,17,71,1,3
434,3.39062500,-16243476,4135184,-0.969151369380,43566016FA99C6F7,0,0,0,1077,816,91,937,19,17,94,1,3
435,3.39843750,-16210178,4262086,-0.967196295216,4239D9EA02EA4617,1,0,0,1059,1260,-88,46,20,17,66,1,3
436,3.40625000,-16175891,4388728,-0.965182188374,3EC6381AFD0AC6FF,1,0,0,1004,796,107,976,21,17,95,1,3
437,3.41406250,-16140617,4515102,-0.963109171786,41C9CDE5432B4617,1,0,0,1052,1254,-107,50,22,17,66,1,3
438,3.42187500,-16104358,4641201,-0.960977371979,3E7E341B3CDBC4FF,1,0,0,999,1818,108,973,23,17,31,1,3
439,3.42968750,-16067116,4767016,-0.958786919066,4E912E054B3C443F,0,0,0,1257,151,21,179,24,17,7,1,3
440,3.43750000,-16028893,4892540,-0.956537946741,3656FFF6F29CC6CF,1,0,0,869,895,-37,809,25,17,89,1,3
441,3.44531250,-15989692,5017766,-0.954230592270,3D51ADEE052D441F,0,0,0,981,214,-72,82,26,17,3,1,3
